,Qid,label,topic,probability,Modularity Class
217746,Q236718,Edith_Evans,-1,-1,3
7674366,Q17019846,Most_consecutive_NCAA_football_wins_over_one_opponent,-1,-1,2
6446,Q196113,Camouflage,-1,-1,10
571656,Q1025166,Cadillac_Cimarron,-1,-1,8
8688902,Q511986,Rohan_Bopanna,-1,-1,3
263040,Q355223,Frank_Knight,-1,-1,5
1872216,Q575513,John_Penrose,-1,-1,10
8429462,Q6572910,List_of_Harvard?Yale_football_games,-1,-1,2
58052988,Q56290122,Ukraine_in_the_Junior_Eurovision_Song_Contest_2018,-1,-1,6
1209592,Q555978,Charles_Booth_(social_reformer),-1,-1,5
36313258,Q6793516,Maurice_Vidal_Portman,-1,-1,7
27284572,Q259361,Nadhim_Zahawi,-1,-1,10
177434,Q175760,Virgo_Supercluster,-1,-1,8
2144408,Q798560,Backyard_Brawl,-1,-1,2
1581104,Q660537,Ross_River_virus,-1,-1,3
14996024,Q7328447,Richard_Pitino,-1,-1,1
29047268,Q6597407,List_of_South_Africa_national_rugby_union_team_records,-1,-1,0
8847030,Q3062575,World_Rugby_Awards,-1,-1,0
5911464,Q7365062,Ronald_Lewis_(actor),-1,-1,3
118794,Q988159,"Southfield,_Michigan",-1,-1,3
124972,Q1021577,"Alpine,_New_Jersey",-1,-1,11
56024186,Q48844580,2018_Ole_Miss_Rebels_football_team,-1,-1,2
54780262,Q41225894,Danny_Lloyd_(footballer),-1,-1,11
12170852,Q2785495,Mladen_Lazarevi?,-1,-1,11
32788,Q129429,Vivien_Leigh,-1,-1,3
1743028,Q255700,Washington_Examiner,-1,-1,9
46933876,Q20090195,Harrison_Bader,-1,-1,2
7119804,Q3821468,Blonde_Crazy,-1,-1,3
41569462,Q16235030,Marcus_Smith_II,-1,-1,2
25918080,Q7996687,Whitney_Engen,-1,-1,2
41695762,Q15693873,Case_McCoy,-1,-1,2
2441768,Q431125,Stilt-Man,-1,-1,3
275092,Q174205,Russo-Turkish_War_(1877?1878),-1,-1,6
2476548,Q7332168,Ricky_Ray,-1,-1,2
19356538,Q18383,"Providence,_Rhode_Island",-1,-1,1
12736902,Q460968,Joe_Sawyer,-1,-1,3
1566564,Q5837620,Judy_Canova,-1,-1,3
34316852,Q6178417,Jennifer_Hedger,-1,-1,2
8039268,Q847050,Ukraine_in_the_Junior_Eurovision_Song_Contest,-1,-1,6
29191060,Q7490466,Sharrif_Floyd,-1,-1,2
291984,Q201392,Domenico_Modugno,-1,-1,11
42648640,Q16892080,Trai_Turner,-1,-1,2
295488,Q840150,World_Youth_Chess_Championship,-1,-1,6
38021030,Q5336413,Eddie_Pleasant,-1,-1,2
34975372,Q6277480,Jordi_Murphy,-1,-1,0
92170,Q336229,"Trumbull_County,_Ohio",-1,-1,8
59004406,Q50674163,A_Bigger_Grand_Canyon,-1,-1,11
2957852,Q4824226,Australian_Greens_Victoria,-1,-1,10
772338,Q1442809,TD_Place_Stadium,-1,-1,2
2008004,Q3108047,John_Brumby,-1,-1,10
31706716,Q7767688,The_Swinger,-1,-1,3
42112294,Q16944844,Western_Naval_Base_(Ukraine),-1,-1,6
3415658,Q7273526,R._C._Slocum,-1,-1,2
11696318,Q4964337,Brian_Kerr,-1,-1,11
5451260,Q135867,The_Las_Vegas_Story_(film),-1,-1,3
6519772,Q7613579,Steve_Pelluer,-1,-1,2
18761426,Q4717636,Alex_Polizzi,-1,-1,10
47728518,Q5235886,Dave_Kearney,-1,-1,0
4037814,Q7585638,Sree_Kanteerava_Stadium,-1,-1,3
9158864,Q15149,?scar_Tab?rez,-1,-1,11
5860780,Q7287914,Ralph_Norman,-1,-1,9
30600332,Q4727766,All-Albanian_Congress,-1,-1,6
58716844,Q65091162,Survivor_Series_(2019),-1,-1,2
25426162,Q4412001,International_North?South_Transport_Corridor,-1,-1,6
2300000,Q729812,A_Caribbean_Mystery,-1,-1,12
46736404,Q20055544,Roland_Rudd,-1,-1,10
54256282,Q30232942,Gillian_Keegan,-1,-1,10
23753144,Q6079096,Isa?c_Brizuela,-1,-1,1
1074030,Q374458,Stretford,-1,-1,7
32180866,Q7858343,Twin_films,-1,-1,3
1228884,Q4751666,Anarchist_economics,-1,-1,5
36477942,Q1403121,Yuval_Peres,-1,-1,8
290200,Q517386,Live_action,-1,-1,3
5777138,Q3362755,Birmingham_Bowl,-1,-1,2
5574,Q210726,History_of_Croatia,-1,-1,6
3171252,Q219384,1955?56_European_Cup,-1,-1,6
300820,Q845985,Negrito,-1,-1,7
16787608,Q6550004,Lin_Chia-lung,-1,-1,9
46661590,Q21063005,Geoff_Swaim,-1,-1,2
4514028,Q7693798,Ted_Thompson,-1,-1,2
50422,Q53009,Bernardo_Bertolucci,-1,-1,12
23790,Q101294,Pope_Alexander_VIII,-1,-1,6
8912708,Q6397536,Kevin_Stallings,-1,-1,1
6786558,Q718735,Donald_Meek,-1,-1,3
33796234,Q6483377,Lance_Dunbar,-1,-1,2
5454176,Q5223817,Darla_Moore,-1,-1,2
3463336,Q5431302,Faithfully_(Faith_Evans_album),-1,-1,3
1616436,Q16145997,Nigel_Albon,-1,-1,6
4227414,Q14875378,Oshawa_Truck_Assembly,-1,-1,8
20688906,Q4690758,Aftermath_of_the_2008_Mumbai_attacks,-1,-1,6
36520532,Q6833334,Michael_Page_(fighter),-1,-1,3
4409612,Q4602841,2004_Harvard?Yale_prank,-1,-1,2
11199486,Q469861,The_Falling_Soldier,-1,-1,6
107474,Q3069604,"Ferndale,_California",-1,-1,3
8605958,Q7383094,Ruth_Lyons_(broadcaster),-1,-1,3
217810,Q11312,Messier_13,-1,-1,8
7993774,Q636191,Jack_Goody,-1,-1,5
23890786,Q6166982,Jay_Norvell,-1,-1,2
9530814,Q2748566,Kurt_Suzuki,-1,-1,2
54360,Q299149,Frank_Drake,-1,-1,8
30850196,Q5476652,Fox_College_Football,-1,-1,2
54215010,Q30119186,Clint_Watts,-1,-1,5
324196,Q26036,Fred_Lynn,-1,-1,2
4449334,Q1073705,Timon_and_Pumbaa,-1,-1,3
294970,Q1280502,Isa_Boletini,-1,-1,6
58818336,Q58841951,Wojak,-1,-1,9
49588272,Q23418917,Felix_Sater,-1,-1,9
5367128,Q1598010,Santa_Fe_Trail_(film),-1,-1,3
31144072,Q2035131,Aras_Agalarov,-1,-1,9
14653144,Q1287015,Edmund_de_Waal,-1,-1,6
30088912,Q4437146,List_of_UEFA_Europa_League_broadcasters,-1,-1,6
31989368,Q914227,Justin_Tipuric,-1,-1,0
4694378,Q3345333,Nova_Scotia_Power,-1,-1,6
1020018,Q4908499,Bill_Clinton_pardon_controversy,-1,-1,8
104936,Q52932,Frederick_I_of_Sweden,-1,-1,4
25496814,Q1523556,Super_Saturday,-1,-1,3
37742170,Q16975709,List_of_Big_Ten_Conference_football_rivalry_games,-1,-1,2
24891124,Q4676510,Across_the_Universe_(message),-1,-1,8
13621280,Q2972202,Cian_Healy,-1,-1,0
931816,Q1475754,Greater_and_Lesser_Tunbs,-1,-1,6
47246228,Q1616403,Palestinian_nationalism,-1,-1,9
21622602,Q16250635,Effects_of_the_2008?10_automotive_industry_crisis_on_the_United_States,-1,-1,8
38420,Q193727,Johns_Hopkins_University,-1,-1,8
1658934,Q6315881,Just_Born,-1,-1,3
41298612,Q2396393,Fiona_G?lin,-1,-1,12
2930244,Q756721,Atlantic_hurricane_season,-1,-1,1
1115666,Q1350084,Scottish_Challenge_Cup,-1,-1,11
30314274,Q7122984,Packers?Vikings_rivalry,-1,-1,2
467368,Q1415412,The_Lone_Gunmen,-1,-1,3
39510404,Q13403768,Lucas_Pouille,-1,-1,3
5354668,Q3718921,Eddie_Butler_(rugby_player),-1,-1,0
174892,Q982102,Ishi,-1,-1,7
6918826,Q4644724,83rd_Grey_Cup,-1,-1,2
1342348,-1,Paul_Goodman,-1,-1,5
50542576,Q25006378,List_of_Cincinnati_Bearcats_head_football_coaches,-1,-1,2
36735834,Q3294200,Mark_Peploe,-1,-1,12
52625976,Q28065948,Robert_Francis_Van_Wisse,-1,-1,9
37337008,Q7489310,Shaq_Thompson,-1,-1,2
30485390,Q2748793,Rosalie_(film),-1,-1,3
766048,Q233832,Jo_Van_Fleet,-1,-1,3
1788674,Q3814472,Ken_Harrelson,-1,-1,2
1436328,Q1152010,DJ_Clue?,-1,-1,11
8912,Q180316,Drake_equation,-1,-1,8
52555538,Q27995699,Djibril_Sow,-1,-1,11
451170,Q48954,York_City_F.C.,-1,-1,11
45421322,Q18045362,Nguy?n_C?ng_Ph??ng,-1,-1,11
56317838,Q47429859,James_Daniels,-1,-1,2
322942,Q5032796,Cannon_and_Ball,-1,-1,7
53339196,Q42322842,2017_MLS_Cup_Playoffs,-1,-1,11
2015514,Q1320105,Faurot_Field,-1,-1,2
838374,Q326000,Maurice_Halbwachs,-1,-1,5
9403596,Q6229104,John_Delaney_(football_administrator),-1,-1,11
5568554,Q16189357,Michael_Kroger,-1,-1,10
53692334,Q29167478,Jake_Bentley,-1,-1,2
3246770,Q2785731,Coalition_Government_of_Democratic_Kampuchea,-1,-1,5
390970,Q575922,Mars_Polar_Lander,-1,-1,8
1905080,Q921881,Egyptian_Football_Association,-1,-1,11
35851836,Q3077014,Yan_Gomes,-1,-1,2
4669030,Q356936,Exclusion_zone,-1,-1,7
1571042,Q4820785,Leland_Yee,-1,-1,1
6688912,Q3359889,PSS_Sleman,-1,-1,6
45370906,Q23016595,2018_California_gubernatorial_election,-1,-1,9
8589718,Q7775388,The_Wizard_of_Oz_on_television,-1,-1,3
4041420,Q1576105,Shall_We_Dance_(1937_film),-1,-1,3
1122584,Q33956,Unclassified_language,-1,-1,7
375226,Q601162,Lansdowne_Road,-1,-1,0
775184,Q448182,Jeremy_Guscott,-1,-1,0
37729052,Q21812812,2016_United_Kingdom_European_Union_membership_referendum,-1,-1,10
23437664,Q1397905,Fat_Mattress,-1,-1,12
5918740,Q322808,Germany?Netherlands_football_rivalry,-1,-1,11
888364,Q263686,Southeast_Europe,-1,-1,6
7711708,Q912357,Mail_coach,-1,-1,9
36960740,Q7665089,Szymon_Marciniak,-1,-1,6
24326,Q39464,Pol_Pot,-1,-1,5
48312052,Q21621582,Ellis_Jenkins,-1,-1,0
12539562,Q6483470,Lance_Mason,-1,-1,8
70250,Q51541,Nicolas_Roeg,-1,-1,12
3804982,Q1789102,National_Board_of_Review_Award_for_Best_Film,-1,-1,9
57226400,Q904031,Sol_(day_on_Mars),-1,-1,8
57719748,Q58425781,Serbia_in_the_Junior_Eurovision_Song_Contest_2018,-1,-1,6
17854630,Q8083655,?eljko_Krajan,-1,-1,3
2217722,Q5115596,Chuck_Long,-1,-1,2
1131886,Q152800,Venera_7,-1,-1,8
31367770,Q16200941,King_Rice,-1,-1,1
124658,Q2005238,"Kosciusko,_Mississippi",-1,-1,9
47340644,Q20814430,Ambareesh_filmography,-1,-1,3
1529248,Q3701575,David_Gergen,-1,-1,9
24938662,Q3133219,Beyonc?_videography,-1,-1,3
26339554,Q8064960,Zak_Brown,-1,-1,6
284258,Q439648,Michigan_left,-1,-1,9
5832380,Q886190,The_Day_of_the_Triffids_(film),-1,-1,8
20956218,Q2572912,Rob_Smedley,-1,-1,6
15688636,Q545598,Martign?-sur-Mayenne,-1,-1,2
1754042,Q200944,Dresden_Codex,-1,-1,8
1851712,Q1257444,Film_adaptation,-1,-1,3
48570,Q154934,"Ecgberht,_King_of_Wessex",-1,-1,4
1350244,Q1332797,Masato_(kickboxer),-1,-1,6
1200,Q26383,Atomic_physics,-1,-1,8
41015030,Q16234531,Cameron_Erving,-1,-1,2
2133836,Q555110,Jarrett_Jack,-1,-1,1
210798,Q1355029,Lacandon,-1,-1,7
41748004,Q10860652,Jan-Krzysztof_Duda,-1,-1,6
8449024,Q18933,Rhoda_Griffis,-1,-1,3
13435544,Q115973,Bernard_Challandes,-1,-1,11
2169886,Q2990575,Executive_Action_(film),-1,-1,3
44612782,Q19519989,John_Pesutto,-1,-1,10
7344142,Q5044941,North_Carolina?NC_State_rivalry,-1,-1,2
9466038,Q2519091,Polnocny-class_landing_ship,-1,-1,6
215940,Q444194,Ronnie_Musgrove,-1,-1,9
55925488,Q44110850,McKenzie_Milton,-1,-1,2
1566166,Q3091213,Crisler_Center,-1,-1,1
15993528,Q6913195,Morocco?United_States_relations,-1,-1,9
4081628,Q3423474,Regina_Rajchrtov?,-1,-1,3
47682992,Q21005284,DeAndre_Carter,-1,-1,2
47456630,Q21063944,Cindy_Gamrat,-1,-1,9
30872906,Q1818552,NASA_TV,-1,-1,8
47792,Q913850,Martian,-1,-1,8
4511716,Q360687,Fernando_Santos_(Portuguese_footballer),-1,-1,11
1448664,Q469706,Percy_Montgomery,-1,-1,0
20783580,Q4587160,1991_Washington_Huskies_football_team,-1,-1,2
6050658,Q1652493,Sushma_Swaraj,-1,-1,6
3683908,Q773072,I_Dood_It,-1,-1,3
649884,Q263951,Mark_Lawrenson,-1,-1,11
20038036,Q72819,Harry_Meyen,-1,-1,10
3939448,Q9016429,Julian_Hawthorne,-1,-1,9
55624262,Q48976908,Ryan_Finley_(American_football),-1,-1,2
43903000,Q18149747,Experiment_Alcatraz,-1,-1,3
4628560,Q1507720,Republican_Proposal,-1,-1,6
3550878,Q291447,AEK_Larnaca_FC,-1,-1,6
12714734,Q3157197,Jack_Haley_Jr.,-1,-1,3
35027518,Q5522780,Gareth_Anscombe,-1,-1,0
5223694,Q976971,Anthony_D._Smith,-1,-1,5
49164542,Q25095602,4/4_(EP_series),-1,-1,0
159182,Q317475,Ali_Shariati,-1,-1,5
17993104,Q281097,Albanian_Declaration_of_Independence,-1,-1,6
2414268,Q1151111,Rob_Minkoff,-1,-1,3
7197238,Q2093541,Frank_Ferguson,-1,-1,3
615558,Q6844309,Migrant_deaths_along_the_Mexico?United_States_border,-1,-1,9
3960314,Q188309,Sergio_Parisse,-1,-1,0
914228,Q459259,Rowdy_Gaines,-1,-1,2
56308434,Q47379760,Dalton_Schultz,-1,-1,2
6057074,Q1519180,Mister_Buddwing,-1,-1,3
1627728,Q264365,Nick_Boles,-1,-1,10
18483512,Q4552666,1733_slave_insurrection_on_St._John,-1,-1,7
58134288,Q58333598,Manny_Duku,-1,-1,11
18783894,Q747209,1985?86_1.Lig,-1,-1,6
18961872,Q2633460,Viktor_Kanevskyi,-1,-1,6
53238404,Q28816445,Altaf_Bukhari,-1,-1,6
308274,Q36020,Su_Shi,-1,-1,10
3857390,Q122335,Ken_Murray_(entertainer),-1,-1,9
424550,Q3510577,2001_Nisqually_earthquake,-1,-1,9
27265038,Q7696871,Telethon_(Parks_and_Recreation),-1,-1,3
51088746,Q26209474,Ollie_Thorley,-1,-1,0
94822,Q490839,"Issaquena_County,_Mississippi",-1,-1,9
46393606,Q19957249,Marcos_Danilo_Padilha,-1,-1,11
1026588,Q363413,Vittorio_Storaro,-1,-1,12
21088860,Q2428634,Diosdado_Peralta,-1,-1,9
2097316,Q1136114,Kursk_submarine_disaster,-1,-1,1
1604312,Q418404,CCR5,-1,-1,10
8476190,Q5044274,Carol_Bruce,-1,-1,3
323932,Q469846,Dith_Pran,-1,-1,5
11777656,Q6619164,List_of_extinct_languages_of_Europe,-1,-1,6
5504040,Q4019731,Wigmund_of_Mercia,-1,-1,4
55935410,Q44305236,2017_New_York_Film_Critics_Circle_Awards,-1,-1,9
4851356,Q758132,Attilio_Bertolucci,-1,-1,12
1253114,Q157847,Harald_Schumacher,-1,-1,11
21618796,Q1464553,Friends_Stand_United,-1,-1,12
1176946,Q3237444,The_Leys_School,-1,-1,4
55270874,Q47508430,2018_Calgary_Stampeders_season,-1,-1,2
2629714,Q282698,Justin_Gimelstob,-1,-1,3
850690,Q2435970,Baron_Mordo,-1,-1,3
35348538,Q7954588,WP_Nel,-1,-1,0
51546008,Q26838670,Cory_Littleton,-1,-1,2
36753646,Q6509762,Leandro_Trossard,-1,-1,11
3340918,Q2216391,Samuel_Bowers,-1,-1,9
1907990,Q3178658,W54,-1,-1,6
6300226,Q5892830,Honda_of_Canada_Manufacturing,-1,-1,8
1859572,Q2097394,Vishnuvardhan_(actor),-1,-1,3
32693912,Q6834468,"Michael_Smith_(footballer,_born_1988)",-1,-1,11
983014,Q1649583,Simba,-1,-1,3
26812202,Q16933404,Mercian_Supremacy,-1,-1,4
2159322,Q468043,Jon_Elster,-1,-1,5
2418292,Q151229,Chinese_submarine_361,-1,-1,1
21137922,Q2020106,List_of_islands_of_Chile,-1,-1,10
59072738,Q60519315,2024_United_States_Senate_elections,-1,-1,9
53316450,Q28853743,Jacob_Stockdale,-1,-1,0
1114866,Q58040,Andre_Gunder_Frank,-1,-1,5
378892,Q843405,President_of_Georgia,-1,-1,4
25232438,Q337450,100th_Grey_Cup,-1,-1,2
1439362,Q931961,Derek_Drymon,-1,-1,9
49783350,Q55715275,BuzzFeed_News,-1,-1,9
457180,Q76959,Ralf_Dahrendorf,-1,-1,5
4455358,Q6770057,Mark_Turgeon,-1,-1,1
12725832,Q15455679,Larry_Klayman,-1,-1,9
1011002,Q332255,Chuck_Howley,-1,-1,2
1800236,Q439030,Atiba_Hutchinson,-1,-1,11
303966,Q527052,George_Murphy,-1,-1,3
30924236,Q16825654,Assange_v_Swedish_Prosecution_Authority,-1,-1,9
2558340,Q2282581,No_Way_Out_(Puff_Daddy_album),-1,-1,11
104938,Q52933,"Ulrika_Eleonora,_Queen_of_Sweden",-1,-1,4
27178012,Q630350,James_Forrest_(footballer),-1,-1,11
38391132,Q4717654,Alex_Pritchard,-1,-1,11
32018562,Q5556756,Ghislaine_Maxwell,-1,-1,9
37180646,Q7707334,Texans?Titans_rivalry,-1,-1,2
25575534,Q590195,Battle_of_Ngomano,-1,-1,6
52873860,Q28447464,2019_Africa_Cup_of_Nations_qualification_Group_L,-1,-1,11
53510646,Q28962335,Ikhsan_Fandi,-1,-1,11
3703816,Q6755479,Marc_Colombo,-1,-1,2
1333518,Q1260331,North_Sentinel_Island,-1,-1,7
1177666,Q775079,Single_(football),-1,-1,11
664664,Q468172,Charles_Cooley,-1,-1,5
5699242,Q6392461,Kentucky?Louisville_rivalry,-1,-1,2
34410274,Q7290630,Rana_Foroohar,-1,-1,8
6036678,Q5355501,Electoral_district_of_Hawthorn,-1,-1,10
31606384,Q2261479,Uru-Eu-Wau-Wau,-1,-1,7
67344,Q628021,Armed_Forces_of_the_Argentine_Republic,-1,-1,1
17716326,Q4038210,Escala_(group),-1,-1,0
31919770,Q6690976,Love_Like_This_(Faith_Evans_song),-1,-1,3
28582114,Q3082874,Frank_Zombo,-1,-1,2
367146,Q1816505,Philippine_Airlines_Flight_434,-1,-1,3
2531412,Q6378211,List_of_St._Louis_Blues_head_coaches,-1,-1,2
48807844,Q21869763,The_Red_Peacock,-1,-1,3
31773680,Q943587,Riley_Reiff,-1,-1,2
55014092,Q39090936,EuroBasket_2021_qualification,-1,-1,6
22247470,Q2553025,Lucas_Bersamin,-1,-1,9
247326,Q107749,Volcanic_glass,-1,-1,8
13950698,Q6603058,List_of_University_of_Central_Florida_alumni,-1,-1,2
2004862,Q7297791,Ray_Martin_(television_presenter),-1,-1,0
5656596,Q16162353,Mr_and_Mrs_Clark_and_Percy,-1,-1,11
42240958,Q16234600,Randy_Gregory,-1,-1,2
26758214,Q8003160,Will_Tupou,-1,-1,0
55918896,Q48842901,2019_UEFA_European_Under-21_Championship_qualification_play-offs,-1,-1,11
2412776,Q1285526,Walden_Bello,-1,-1,5
29152920,Q439722,Son_Heung-min,-1,-1,11
6251482,Q5225500,Darryn_Lyons,-1,-1,10
5134674,Q2915664,Jay_Schroeder,-1,-1,2
34005646,Q7537514,Sky_Sports_F1,-1,-1,6
1256582,Q138803,Qarmatians,-1,-1,6
38646980,Q928571,Erik_Olin_Wright,-1,-1,5
492328,Q267685,Butterfly_McQueen,-1,-1,3
37444274,Q5282677,Disposition_Matrix,-1,-1,5
27892028,Q680364,Waivers_(NHL),-1,-1,2
42628766,Q16823938,2016_Copa_Sudamericana,-1,-1,11
382778,Q503384,Trafford_Leigh-Mallory,-1,-1,3
4931638,Q2894644,Ephrussi_family,-1,-1,6
873532,Q322922,Jacques_Ellul,-1,-1,5
45669278,Q19588626,2016_G20_Hangzhou_summit,-1,-1,6
3747178,Q921764,North_to_Alaska,-1,-1,3
231504,Q52120,Glaciology,-1,-1,8
20425526,Q3635986,Nariman_House,-1,-1,6
48746918,Q22094827,List_of_NCAA_Division_I_FBS_conference_championship_games,-1,-1,2
288544,Q755103,"Swastika,_Ontario",-1,-1,12
58206186,Q56279524,Kartarpur_Corridor,-1,-1,6
33594908,Q3361328,Segersj?n,-1,-1,4
1178546,Q5229763,Dave_Sarachan,-1,-1,11
48520054,Q22043946,Xhamadani_vija_vija,-1,-1,6
43066744,Q17199233,International_Sports_Promotion_Society,-1,-1,3
25305692,Q7693482,Ted_Malloch,-1,-1,9
3538780,Q4766479,Ann_Jordan,-1,-1,8
323392,Q2878974,Theoretical_computer_science,-1,-1,8
222456,Q369942,Ta_Mok,-1,-1,5
159838,Q244939,February_28_incident,-1,-1,9
865302,Q1485946,GMC_Sierra,-1,-1,8
362948,Q261294,Surya_Bonaly,-1,-1,6
8819732,Q26037,Quade_Cooper,-1,-1,0
14930866,Q1825983,Nathan_Jawai,-1,-1,6
24548936,Q2440999,Martin_Braithwaite,-1,-1,11
2043546,Q3616273,Andrew_Jarecki,-1,-1,9
42032534,Q16242156,Always_There_(Marti_Webb_album),-1,-1,3
6113848,Q902611,David_Edgar_(soccer),-1,-1,11
32187898,Q2972901,Big_Five_(Argentine_football),-1,-1,11
43707412,Q11671227,Hiromu_Takahashi,-1,-1,3
58954626,Q58819597,Extinction_Rebellion,-1,-1,10
79726,Q16939396,Toll_road,-1,-1,9
24782674,Q6808754,Megan_Washington,-1,-1,0
7170906,Q5402891,Ethan_Berkowitz,-1,-1,9
14192538,Q867791,SpongeBob_SquarePants_(season_5),-1,-1,9
1678630,Q705399,Christopher_Lasch,-1,-1,5
50303220,Q24006364,Josh_Perkins,-1,-1,1
293344,Q19831,Peter_Lilley,-1,-1,10
18823582,Q587620,Cheikhou_Kouyat?,-1,-1,11
2010476,Q241348,Scarlett_(Ripley_novel),-1,-1,3
4015188,Q241876,Captains_Courageous_(1937_film),-1,-1,3
3420198,Q634125,George_Gerbner,-1,-1,5
11680352,Q531433,Samir_Ujkani,-1,-1,11
40668394,Q2885072,Cambodian_genocide,-1,-1,5
44376708,Q4398633,Arkady_Rotenberg,-1,-1,6
11341142,Q2628852,Diego_Latorre,-1,-1,11
3879370,Q4943576,Gemma_Craven,-1,-1,3
375222,Q1672926,Irish_Rugby_Football_Union,-1,-1,0
48745224,Q23092117,SpongeBob_SquarePants_(musical),-1,-1,9
11336176,Q559910,Bibras_Natkho,-1,-1,11
5539142,Q2420352,Jeff_Larentowicz,-1,-1,11
6275534,Q6183485,Jerry_Dipoto,-1,-1,3
46202574,Q19662450,Ireland_in_the_Junior_Eurovision_Song_Contest,-1,-1,6
6253522,Q2904131,Jeffrey_Epstein,-1,-1,9
3484018,Q7687964,Tate_Reeves,-1,-1,9
45499084,Q21062646,Quincy_(actor),-1,-1,11
2232586,Q6525757,Leonard_Stone,-1,-1,3
59022452,Q59284044,HySIS,-1,-1,8
49724122,Q23302971,Jamie_Erdahl,-1,-1,2
36892038,Q10544594,Jackson_Irvine,-1,-1,11
221544,Q170078,Ernest_Gellner,-1,-1,5
49344316,Q23762310,Killian_Tillie,-1,-1,1
3531308,Q1159888,Daniel_Akerson,-1,-1,8
1586404,Q3345429,November_1963,-1,-1,3
4317624,Q6837106,Michelle_Kosinski,-1,-1,9
1243544,Q295311,Jefferson_Farf?n,-1,-1,6
42532626,Q16729017,Cameron_Fleming,-1,-1,2
52665242,Q27999533,Sekou_Doumbouya,-1,-1,1
6374234,Q3990604,Tommy_Mason,-1,-1,2
41241450,Q17502671,Junior_Eurovision_Song_Contest_2015,-1,-1,6
31117060,Q4954261,Brad_Sinopoli,-1,-1,2
55193032,Q39189446,Nate_Stanley,-1,-1,2
38039788,Q2023724,Globe_Soccer_Awards,-1,-1,6
59175494,Q59247830,National_Board_of_Review_Awards_2018,-1,-1,9
1584526,Q617175,Kevin_Faulk,-1,-1,2
38392844,Q10552615,Deyverson,-1,-1,11
5095274,Q1101432,Scott_Wiseman,-1,-1,11
40647754,Q14924659,Artem_Markelov,-1,-1,6
6209020,Q1434198,Yana_people,-1,-1,7
4425318,Q554094,Guy_Kibbee,-1,-1,3
45642016,Q19594154,Chris_Ikonomidis,-1,-1,11
21078746,Q1317934,Ice_circle,-1,-1,8
53642886,Q29052440,Jamaal_Williams,-1,-1,2
129874,Q1816711,"Lordstown,_Ohio",-1,-1,8
423872,Q1961610,Emerald_City,-1,-1,3
15427586,Q13859879,Test_match_(rugby_union),-1,-1,0
21938890,Q6624349,List_of_interstellar_radio_messages,-1,-1,8
2599202,Q7106393,Osceola_and_Renegade,-1,-1,2
4908814,Q980257,Evil_Under_the_Sun_(1982_film),-1,-1,12
58834442,Q3840558,Luke_Recker,-1,-1,1
2399450,Q541821,Drena_De_Niro,-1,-1,1
1592450,Q2158869,Broadway_Melody_of_1938,-1,-1,3
19237684,Q7013567,New_York_Giants_Radio_Network,-1,-1,2
36980746,Q6173732,Jeff_Driskel,-1,-1,2
741216,Q1526941,Robert_Cutler,-1,-1,9
4643016,Q3077544,World_Series_Formula_V8_3.5,-1,-1,6
33503656,Q6539846,Liam_Williams_(rugby_player),-1,-1,0
53914572,Q29834386,Damontae_Kazee,-1,-1,2
3471146,Q1417210,Parliament_of_Georgia,-1,-1,4
55325790,Q42317736,2019_Africa_U-23_Cup_of_Nations,-1,-1,11
42701074,Q17182936,Mic_(media_company),-1,-1,9
58593448,Q59043408,Lorena_Rae,-1,-1,0
59091012,Q59179558,Lorenzo_Ward,-1,-1,2
2643874,Q2067952,Vernon_Wells,-1,-1,2
20510402,Q5386280,Eric_Chu,-1,-1,9
5275374,Q429715,Brenda_Chapman,-1,-1,3
2926024,Q6116202,Jackie_Ashley,-1,-1,0
11757098,Q14950983,Scott_Pelluer,-1,-1,2
2208258,Q589871,Phase_IV,-1,-1,3
5895960,Q465767,Mike_Quigley_(politician),-1,-1,9
1536792,Q318931,Archie_Thompson,-1,-1,11
1699446,Q116004,Battle_of_Shipka_Pass,-1,-1,6
32884032,Q19367,Juan_Bernat,-1,-1,6
55080738,Q38163826,Brandon_Wimbush,-1,-1,2
612754,Q1681079,James_Samuel_Coleman,-1,-1,5
3991228,Q367020,Emerald_cockroach_wasp,-1,-1,10
4286766,Q509192,Diahnne_Abbott,-1,-1,1
3536410,Q5465891,Football_Night_in_America,-1,-1,2
1693016,Q531522,Cadillac_Series_62,-1,-1,8
48760120,Q21872612,Mojo_Juju,-1,-1,0
5011966,Q1691628,Joe_Turkel,-1,-1,3
90584,Q12620,Mayenne,-1,-1,2
10326836,Q5001426,Bush_White_House_email_controversy,-1,-1,2
232544,Q315225,Mitch_Mitchell,-1,-1,12
8171456,Q2033079,Operation_Cottage,-1,-1,6
20430222,Q5528372,Gavriel_Holtzberg,-1,-1,6
536148,Q4825093,Wardrobe_malfunction,-1,-1,6
93342,Q504403,"Bladen_County,_North_Carolina",-1,-1,9
1107462,Q2704093,Military_dictatorship_of_Chile_(1973?1990),-1,-1,10
1939796,Q2306118,Slough_Town_F.C.,-1,-1,11
26956,Q226730,Silent_film,-1,-1,3
33157880,Q6784737,Massimo_Luongo,-1,-1,11
452068,Q906205,Discovery_Program,-1,-1,8
3647744,Q730055,Kuznya_na_Rybalskomu,-1,-1,6
339542,Q765289,Semiprime,-1,-1,8
10410782,Q2262141,Sean_Combs_discography,-1,-1,11
58573158,Q57701969,ARIA_Music_Awards_of_2018,-1,-1,0
